ID admis;Název projektu;druh stavby;podkategorie;dopravní zatížení;spolufinancování;dopravní význam;technický stav;stavební stav;životní prostředí;regionální význam;jediná přístupová cesta;stav přípravy;hromadná doprava;nehodová lokalita;Výsledné hodnocení;Hodnocení s korekcí;Předpokládané náklady KSÚS (s DPH);Předpokládaný zdroj spolufinancování;Poznámky;29 258 546 445.85;Prosím opravit a zapsat do sloupce R (starý předpokládaný zdroj spolufinancování);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/10160 Zápy;oprava a rekonstrukce;Souvislá údržba;4;0;6;10;10;10;7;0;10;10;10;48;75.0;8 948 428.80;SFDI – NZ – národní zdroje;připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/10163 Nehvizdy - Horoušany;oprava a rekonstrukce;Souvislá údržba;4;0;5;6;6;10;7;0;10;10;7;40;62.5;23 361 149.35;;"připraveno k soutěži a realizaci 2023; návrh do plánu investic KÚ 2023";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/10169 Škvorec ;oprava a rekonstrukce;Souvislá údržba;3;0;5;3;10;10;4;0;10;10;2;36.9;57.7;10 682 560.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/10170 Škvorec ;oprava a rekonstrukce;Souvislá údržba;3;0;5;10;10;10;7;0;10;10;2;45.5;71.1;4 384 043.93;SFDI – NZ – národní zdroje;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
469;III/1021 a III/1024 Hvozdnice-Bratřínov-PD;oprava a rekonstrukce;Rekonstrukce;3;10;6;6;6;10;4;10;10;10;4;43.9;68.6;108 207 751.86;;Předpokládaný termmín realizace 04/2023-12/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/1021 Měchenice, rekonstrukce silnice;oprava a rekonstrukce;Rekonstrukce;3;10;5;6;6;10;4;0;10;10;2;40.3;63.0;56 466 520.00;;Předpokládaný termmín realizace 04/2023-12/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/10222 Dražetice, průtah, 2 úseky;oprava a rekonstrukce;Souvislá údržba;1;0;5;10;10;10;4;0;10;10;4;41.5;64.8;6 356 463.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/10226 Daleké Dušníky - Skalice;oprava a rekonstrukce;Souvislá údržba;1;0;5;10;10;10;7;0;10;10;4;44.5;69.5;3 592 938.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/1023 Masečín;oprava a rekonstrukce;Souvislá údržba;2;10;5;6;6;10;4;10;10;10;2;42.6;66.6;57 765 622.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/1024 Řitka, rekonstrukce silnice a řešení křižovatek;řešení bodové závady a/nebo bezpečnostního rizika (křižovatky, opěrné zdi, skalní masivy);-;4;10;5;10;3;10;4;0;8;10;4;42.9;60.4;36 900 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/10248 Zalužany-konec obce;oprava a rekonstrukce;Souvislá údržba;1;0;5;6;10;10;7;0;10;10;2;40.9;63.9;1 398 644.60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;"III/1025 Bojov – Klínec, rekonstrukce silnice
stavba I - silnice III/1025 a III/0042 Jíloviště -Líšnice";oprava a rekonstrukce;Rekonstrukce;5;10;5;10;10;10;10;0;8;10;4;53.3;83.3;66 000 000.00;;Předpokládaný termmín realizace 04/2024-12/2024. V případě dořešení majetkoprávních smluv lze zahájit 06/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;"III/1025 Bojov Klínec, rekonstrukce silnice 
etapa 3";oprava a rekonstrukce;Rekonstrukce;5;0;5;10;10;1;7;0;2;10;2;37.1;58.0;35 000 000.00;;Předpokládaný termmín realizace 04/2024-12/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;III/1025 Bojov Klínec, rekonstrukce silnice etapa 2;oprava a rekonstrukce;Rekonstrukce;5;0;5;10;10;1;7;0;2;10;2;37.1;58.0;45 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
456;III/1025 Čísovice - Bojov, havarijní stav silnice - PD;oprava a rekonstrukce;Rekonstrukce;1;10;5;6;6;0;2;10;5;10;2;32.9;51.4;65 000 000.00;;Předpokládaný termmín realizace 04/2024-12/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/1025 Čisovice-Bojov, úprava odvodnění;mostní objekty a propustky;Propustek;2;10;5;10;10;10;2;0;10;10;0;32.7;68.1;5 895 000.00;;Předpokládaný termmín realizace 04/2024-12/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/10515 Jablonná, mosty ev.č. 10515-2,3;mostní objekty a propustky;Most;1;0;5;6;6;0;7;10;8;10;0;32.2;67.1;14 000 000.00;;Předpokládaný termmín realizace 04/2023-12/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/10515 Jablonná, mosty ev.č. 10515-2,3;mostní objekty a propustky;Most;2;10;7;10;6;10;10;0;10;10;0;37.3;77.7;18 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/1057 Oprava komunikace na hrázi Dunávického rybníka, PD ;oprava a rekonstrukce;Rekonstrukce;1;0;5;10;10;10;7;0;10;10;4;44.5;69.5;60 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/10614 Konopiště, most ev.č. 10614-2;mostní objekty a propustky;Most;2;0;5;6;6;0;10;0;5;10;0;27.3;56.9;15 000 000.00;;připraveno k soutěži a realizaci 2023, lze zařadit do ÚD-SOKP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/10811 Vitice, most ev.č. 10811-1;mostní objekty a propustky;Most;2;10;7;10;6;10;10;0;10;10;0;37.3;77.7;15 100 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/1101 Benešov, most ev.č. 1101-2 přes přepad rybníku u Benešova;mostní objekty a propustky;Most;2;0;5;6;6;0;7;0;8;10;0;27.3;56.9;18 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/1114 Líšno - svah a část vozovky ;řešení bodové závady a/nebo bezpečnostního rizika (křižovatky, opěrné zdi, skalní masivy);-;1;0;5;10;10;0;4;0;10;0;2;40.1;56.5;7 612 258.42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/11210 Městečko;oprava a rekonstrukce;Souvislá údržba;1;0;5;10;10;10;2;10;10;0;2;37.1;58.0;2 538 877.73;;Předpokládaný termmín realizace 04/2023-12/2023, společně s mostem ev.č. 276-001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/11214 Šebíř, hráz rybníka - Vracovice;oprava a rekonstrukce;Souvislá údržba;1;0;5;10;10;10;4;0;10;10;7;42.1;65.8;5 305 430.61;;Pravděpodobně ukončení projektu bez náhrady novým mostem (úspora nákladů);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/11216 Chmelná - Jeníkov;oprava a rekonstrukce;Souvislá údržba;1;0;5;10;10;10;4;0;10;10;4;41.5;64.8;10 042 564.40;;připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/1124 Nespery, mosty ev.č. 1124-2 a 1124-3 před obcí Nespery;mostní objekty a propustky;Most;2;10;5;6;6;10;10;0;8;10;0;34.3;71.5;20 000 000.00;;Předpoklad SFDI nebo IROP dle možností v době dokončení;;IROP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/1138 Tismice - Vrátkov;oprava a rekonstrukce;Souvislá údržba;1;0;5;3;6;10;2;0;8;10;2;27.5;43.0;13 881 492.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/11410, Rpety mosty ev.č. 11410 - 1,2,3,;mostní objekty a propustky;Most;2;0;5;6;6;0;4;0;5;10;0;21.3;44.4;19 000 000.00;;Předpokládaný termmín realizace 04/2023-12/2023. Investiční odd.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/11413 Koněprusy - křiž. III/11531;oprava a rekonstrukce;Souvislá údržba;1;10;6;3;6;0;4;0;10;0;0;29.3;45.8;10 248 274.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/11417 Kotenčice - Suchodol;oprava a rekonstrukce;Souvislá údržba;3;0;5;10;10;10;10;0;10;10;4;48.9;76.4;3 550 597.38;;připraveno k soutěži a realizaci 2023, lze zařadit do ÚD-SOKP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/11417 Suchodol - průtah;oprava a rekonstrukce;Souvislá údržba;3;0;5;10;10;10;10;0;10;10;4;48.9;76.4;1 712 424.67;;připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/11423, Dobříš oprava sinice a mosty ev.č. 11423-1 a 11423-2;mostní objekty a propustky;Most;2;0;5;6;6;0;10;0;5;10;0;27.3;56.9;17 000 000.00;;připraveno k soutěži a realizaci 2023, lze zařadit do ÚD-SOKP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/11444 kř. 11438 - Strnadice;oprava a rekonstrukce;;1;10;4;6;6;1;4;0;10;10;2;36.9;57.7;6 721 424.28;;Předpokládaný termmín realizace 04/2024-12/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/11444 Strnadice - Maršovice;oprava a rekonstrukce;;1;10;5;6;6;1;4;0;10;10;2;37.1;58.0;3 835 810.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;III/11447  - křižovatka s III/11447a - křižovatka s III/11438;oprava a rekonstrukce;Rekonstrukce;5;10;10;10;6;1;10;0;10;10;7;51.1;79.8;47 000 000.00;;připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/11447 Libohošť - Maršovice;oprava a rekonstrukce;;1;10;7;6;6;1;4;0;10;10;4;37.9;59.2;;;Předpokládaný termmín realizace 04/2023-12/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/11510 Všenory, průtah - PD;oprava a rekonstrukce;Rekonstrukce;7;10;6;6;6;10;7;0;8;10;2;44.3;69.2;88 680 900.00;;připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
425;III/11513 Jíloviště, most ev. č. 11513 – 1 přes D4 v obci Jíloviště  ;mostní objekty a propustky;Most;4;0;5;6;6;0;10;0;5;10;0;27.5;57.3;110 000 000.00;;připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/11526 Nesvačily;oprava a rekonstrukce;;2;10;6;6;6;1;4;0;10;10;0;37.6;58.8;6 758 104.10;;připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/11533 Beroun, okružní křižovatka;řešení bodové závady a/nebo bezpečnostního rizika (křižovatky, opěrné zdi, skalní masivy);-;5;10;5;6;3;0;7;0;2;0;4;36.5;51.4;25 000 000.00;;připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/1158 Solopisky, nestabilní svah;řešení bodové závady a/nebo bezpečnostního rizika (křižovatky, opěrné zdi, skalní masivy);-;2;10;5;6;10;0;2;0;2;0;0;32.7;46.1;10 497 068.00;;připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/11614 Srbsko - Tetín;oprava a rekonstrukce;;1;10;6;6;3;1;4;0;10;0;0;28.9;45.2;7 548 087.09;;připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/1162 a III/2019 Lhota;oprava a rekonstrukce;Souvislá údržba;1;10;6;3;6;0;4;0;10;0;0;29.3;45.8;7 333 905.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/11628 Voznice;oprava a rekonstrukce;Rekonstrukce;3;10;6;6;6;10;7;0;10;10;2;43.5;68.0;133 000 000.00;;Předpokládaný termmín realizace 04/2024-12/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/11810 Lhota u PB - Sádek;oprava a rekonstrukce;Souvislá údržba;3;0;5;10;10;10;7;0;10;10;10;47.1;73.6;4 465 430.50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/11811 Příbram - Lhota u Příbramě;oprava a rekonstrukce;Souvislá údržba;4;0;5;10;10;10;7;0;10;10;7;47.2;73.8;9 097 399.76;;Předpoklad SFDI nebo IROP dle možností v době dokončení;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
380;III/11816 Dolní Hbity, most ev.č. 11816-1;mostní objekty a propustky;Most;2;0;5;6;6;0;7;0;5;10;0;24.3;50.6;8 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/1185 Sádek - Drahlín;oprava a rekonstrukce;Souvislá údržba;1;0;5;10;10;10;4;0;10;10;7;42.1;65.8;4 796 444.50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/12144 Střezimíř, most ev.č. 12144-3;mostní objekty a propustky;Most;2;0;5;6;6;0;10;0;5;10;0;27.3;56.9;25 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/12145 Nazdice - Bučovice;oprava a rekonstrukce;Souvislá údržba;1;0;5;10;10;10;4;0;10;10;4;41.5;64.8;13 333 086.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
377;III/12149 Smilkov, most ev.č. 12149-1;mostní objekty a propustky;Most;2;0;5;6;6;0;4;0;8;10;0;24.3;50.6;8 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/12513 Rataje;oprava a rekonstrukce;Souvislá údržba;1;0;5;10;10;10;4;0;10;10;10;42.7;66.7;12 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/12537 Sobočice - Zásmuky;oprava a rekonstrukce;Rekonstrukce;2;10;6;6;6;10;4;0;5;10;0;34.4;53.8;38 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/1761 Pročevily -Bubovice;oprava a rekonstrukce;Souvislá údržba;1;0;5;10;10;10;4;0;10;10;2;41.1;64.2;5 888 560.35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/1911 Chrást-Březnice;oprava a rekonstrukce;Souvislá údržba;1;0;5;10;10;10;7;0;10;10;2;44.1;68.9;2 333 373.47;;realizovatelné za cca 3 roky, důvodem je realizovaná oprava kanalizace a nových povrchů v intravilánu Mšece;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/20112 Zbečno, oprava mostu ev.č. 20112-1 přes Berounku;mostní objekty a propustky;Most;2;10;7;6;6;10;10;0;10;10;0;36.9;76.9;15 125 000.00;;Předpokládaný termmín realizace 04/2023-12/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/2016 Doksy - Družec;oprava a rekonstrukce;Souvislá údržba;3;10;4;3;6;0;4;0;8;0;2;28.7;44.8;17 201 968.63;;Předpokládaný termín realizace 04/2024-12/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/2274 Kněževes - Chrášťany;oprava a rekonstrukce;Souvislá údržba;3;10;5;3;6;0;4;0;8;0;2;28.9;45.2;1 986 252.51;;připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/22911 Hvozd - Panoší Újezd;oprava a rekonstrukce;Souvislá údržba;3;10;4;3;6;0;4;0;8;0;2;28.7;44.8;7 054 575.88;;připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/22913 Olešná, rekonstrukce mostu ev.č. 22913-1 přes potok Olešná;mostní objekty a propustky;Most;2;0;5;6;6;0;4;10;8;10;0;29.3;61.0;10 406 000.00;; SFDI – NZ – národní zdroje, zařazeno několik let, časté stížnosti, PRIORITA, připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;III/23627 Nové Strašecí, oprava mostu ev.č. 23627-2 přes D6;mostní objekty a propustky;Most;3;10;7;3;10;1;4;0;10;0;0;30.7;64.0;23 595 000.00;SFDI – NZ – národní zdroje;připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/23642 Brandýsek-Pchery;oprava a rekonstrukce;Rekonstrukce;2;10;6;10;10;10;4;0;10;10;2;47;73.4;41 148 290.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/23642 Pchery, opěrná zeď;řešení bodové závady a/nebo bezpečnostního rizika (křižovatky, opěrné zdi, skalní masivy);-;1;10;5;10;10;0;2;0;5;0;0;39.1;55.1;3 425 122.00;;Předpokládaný termmín realizace 04/2023-12/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/23645 Drnov, oprava komunikace a rekonstrukce mostu ev.č. 23645-1;mostní objekty a propustky;Most;3;0;5;6;6;0;2;0;2;0;0;12.4;25.8;12 705 000.00;; SFDI – NZ – národní zdroje   dohoda s panem ředitelem zařadit do r. 2023 / PRIORITA p. Lesák, připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/2365 Trubská,nestabilní svah-PD;řešení bodové závady a/nebo bezpečnostního rizika (křižovatky, opěrné zdi, skalní masivy);-;4;10;5;10;10;0;4;0;8;0;2;47.9;67.5;88 509 773.00;;připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/2388 Brandýsek,havarijní stav silnice-PD;oprava a rekonstrukce;Rekonstrukce;1;10;5;6;3;0;4;0;5;0;10;25.5;39.8;40 000 000.00;;Předpokládaný termmín realizace 04/2023-12/2023. Problém s vlastníkem pozemku;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/23915 Dřínov - Drchkov;oprava a rekonstrukce;Rekonstrukce;3;10;5;3;10;10;2;0;8;10;4;38.3;59.8;56 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
452;III/23919 Beřovice, rekonstrukce mostu ev.č. 23919-3 přes potok;mostní objekty a propustky;Most;2;0;5;6;6;0;4;0;8;10;0;24.3;50.6;10 350 000.00;;Předpoklad SFDI nebo IROP dle možností v době dokončení;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/23922 Dolín,nestabilní svah;oprava a rekonstrukce;Souvislá údržba;1;10;6;3;6;0;4;0;10;0;0;29.3;45.8;3 476 154.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/2399 Páleč, rekonstrukce mostu ev.č. 2399-1 přes Pálečský potok;mostní objekty a propustky;Most;2;10;7;10;6;10;10;0;10;10;0;37.3;77.7;11 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/24012 Tursko - Kozinec;oprava a rekonstrukce;Rekonstrukce;1;10;6;10;10;1;4;0;10;10;0;44.1;68.9;20 784 690.30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/24015 Holubice;oprava a rekonstrukce;;1;10;6;6;6;1;4;0;10;10;0;36.9;57.7;;;;;dle rozpočetu z roku 2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/24016 Debrno;oprava a rekonstrukce;Souvislá údržba;2;0;5;3;10;10;2;0;10;10;2;34.2;53.4;1 385 862.61;;připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/24022 Olovnice;oprava a rekonstrukce;Souvislá údržba;2;0;5;3;3;10;4;0;10;10;2;29.2;45.6;8 090 206.65;;připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/2405 Statenice, most ev.č. 2405-1 přes potok;mostní objekty a propustky;Most;2;10;5;10;10;10;10;0;8;10;0;38.7;80.6;9 694 437.30;; SFDI – NZ – národní zdroje, zařazeno několik let, 2 roky se zde vedla objízdná trasa, PRIORITA, připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;III/24050, Horní Počaply - obchvat II. etapa, včetně napojení Rigips a ZEVO;;;;;;;;;;;;;;;;;;připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/24050, Horní Počaply-obchvat II. etapa, včetně napojení Rigips a ZEVO;novostavba (obchvat, přeložka, propojka);;3;10;9;0;0;10;10;0;2;0;0;38.1;73.3;512 000 000.00;;připraveno k soutěži a realizaci 2023, lze zařadit do ÚD-SOKP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/24210 Bášť;oprava a rekonstrukce;Souvislá údržba;1;0;5;6;6;1;4;0;8;10;2;30.1;47.0;6 739 345.95;;připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
